userID	itemID	tagID	timestamp
103	3928	7	2	1	2
103	3929	4	5	1	2
103	3930	5	5	1	2
103	3931	5	5	1	2
103	3932	5	4	1	2
103	3933	4	5	2	2
103	3934	20	4	2	2
103	3935	5	5	3	2
103	3936	20	4	2	2
131	4581	5	5	3	1
131	4582	5	5	3	1
131	4583	13	3	2	1
131	4584	17	5	2	1
131	3539	3	5	2	1
131	649	3	4	2	1
131	4585	4	4	3	1
131	4586	5	5	3	1
131	4587	5	5	3	1
131	4588	5	5	2	1
131	4589	5	2	2	1
132	4590	8	5	1	5
132	4591	19	1	4	5
132	4592	19	1	4	5
132	4593	2	3	1	5
132	444	10	4	1	5
132	4594	19	5	4	4
132	1081	1	5	4	4
132	4595	5	4	4	4
132	4596	5	5	4	4
132	4597	15	4	4	4
137	4819	8	5	2	1
137	3412	6	5	2	1
137	3476	1	3	2	1
137	4553	3	5	2	1
137	2087	1	4	2	1
137	4820	1	1	1	1
137	2084	1	5	1	1
137	4821	19	5	2	1
137	3960	1	5	2	1
137	4822	19	1	2	1
137	477	19	5	2	1
141	4857	19	5	3	10
141	4858	7	4	1	6
141	4859	19	4	2	5
141	4860	19	4	1	5
141	4861	19	5	1	5
141	4862	19	3	4	5
141	4863	19	4	1	5
141	4864	19	5	4	5
141	4865	1	5	4	5
141	4866	1	1	4	5
148	4970	9	4	1	11
148	4971	9	5	3	11
148	4972	13	5	4	10
148	4973	13	1	4	10
148	4974	1	3	3	10
148	4975	9	1	3	10
148	4976	18	5	4	7
148	4977	8	5	1	7
148	4978	7	2	4	6
148	4979	11	5	4	5
148	4980	17	4	1	5
150	4993	18	5	1	7
150	4994	8	5	2	7
150	4995	18	4	2	7
150	4996	17	5	2	7
150	4997	9	5	1	7
150	4998	18	4	2	7
150	3161	8	4	2	7
150	4999	10	4	2	7
150	5000	8	5	2	7
150	5001	18	5	2	7
150	5002	18	5	1	7
152	5008	19	1	3	2
152	5009	18	5	2	2
152	5010	18	5	3	2
152	5011	18	5	1	2
152	5012	18	5	3	1
152	620	8	5	1	1
152	5013	8	2	1	1
152	5014	18	5	1	1
152	5015	18	5	1	1
152	5016	18	5	1	1
152	5017	18	5	2	1
179	5630	2	4	3	9
179	5631	2	5	3	9
179	5632	2	4	3	9
179	5633	2	5	3	9
179	5634	2	5	3	9
179	4934	2	5	3	9
179	5635	2	5	3	9
179	5636	2	5	3	9
179	5637	2	5	3	9
179	5638	2	5	3	9
179	5639	2	5	4	9
180	5640	3	5	2	3
180	5641	4	4	2	3
180	5642	10	3	2	3
180	5643	11	4	1	3
180	5644	5	1	1	3
180	5645	22	5	2	3
180	5646	5	4	3	3
180	5647	10	5	1	3
180	5648	10	3	1	3
180	5649	10	5	2	3
180	5650	10	5	1	3
188	199	17	2	3	1
188	5774	17	5	2	1
188	5775	17	3	3	1
188	5776	17	1	1	1
188	5777	17	1	1	1
188	5778	17	5	1	1
188	5779	3	5	1	1
192	582	9	5	1	1
192	614	11	4	3	1
192	4117	15	4	2	1
192	4031	3	2	3	1
192	5872	7	4	2	1
192	5873	17	5	3	1
192	5874	9	5	2	1
192	5875	9	5	2	1
192	3227	9	5	1	1
192	5876	7	3	1	1
194	5893	5	4	2	1
194	4475	3	2	2	1
194	1136	10	1	2	1
194	5894	10	5	2	1
194	5895	16	4	1	1
194	5896	10	4	2	1
194	4493	3	5	1	1
194	5897	10	5	2	1
194	5898	10	1	2	1
194	5899	15	5	2	1
203	6173	12	5	1	11
203	6174	12	5	1	11
203	6175	19	5	2	11
203	6176	19	5	2	11
203	6177	19	5	2	11
203	6178	19	5	2	11
203	6179	19	5	2	11
203	6180	19	5	2	11
203	6181	19	5	1	11
203	6182	19	5	1	11
203	6183	19	5	3	11
204	6184	9	5	1	10
204	5727	1	4	4	6
204	6185	9	5	1	6
204	6186	8	4	4	6
204	6187	15	5	1	6
204	6188	8	5	4	5
204	6189	9	4	2	4
204	1068	1	5	3	4
204	6190	7	4	3	4
204	6191	23	4	1	4
204	6192	7	4	3	3
206	6233	22	5	1	1
206	6234	11	3	2	1
206	3240	8	3	3	1
206	6235	16	4	1	1
206	6236	11	5	1	1
206	6237	8	5	3	1
206	6238	15	4	1	1
206	6239	18	3	3	1
206	6240	15	5	1	1
206	6241	15	4	1	1
209	6316	16	4	1	1
209	4541	3	2	1	1
209	6317	10	5	2	1
209	6316	16	4	2	1
209	6318	3	3	2	1
209	6319	11	5	1	1
209	6320	3	5	2	1
209	6316	16	4	2	1
209	6316	16	5	2	1
209	6321	4	2	1	1
220	6537	8	5	1	11
220	6538	15	5	2	5
220	6539	7	5	2	4
220	6540	8	4	1	4
220	6541	20	4	2	4
220	6542	20	5	2	4
220	6543	20	3	1	4
220	3936	20	4	2	4
220	6544	20	5	1	4
220	6545	20	4	1	4
220	6546	8	5	2	4
224	6582	9	4	1	6
224	1437	15	4	2	3
224	6583	13	2	1	2
224	6584	4	4	1	2
224	6585	4	5	1	2
224	6586	17	5	1	1
224	575	7	4	1	1
224	6587	9	4	1	1
224	6588	17	4	1	1
224	6589	7	4	3	1
225	6590	10	5	3	1
225	6591	4	5	1	1
225	6592	9	5	3	1
225	6593	5	5	3	1
225	890	1	3	1	1
225	3419	9	5	2	1
225	6594	16	4	2	1
225	4421	9	5	1	1
225	2961	9	5	1	1
225	123	2	5	2	1
226	6595	5	4	3	1
226	6596	3	4	3	1
226	1844	5	4	3	1
226	6597	5	5	3	1
226	6598	5	4	3	1
226	6599	5	5	1	1
226	225	3	5	1	1
226	66	5	2	1	1
226	6600	5	4	3	1
226	100	3	4	1	1
226	6601	5	5	2	1
228	5366	7	5	2	1
228	1938	2	5	2	1
228	6738	8	5	2	1
228	6739	9	5	1	1
228	6740	7	3	2	1
228	6741	15	5	2	1
228	6742	10	5	2	1
228	1792	1	3	3	1
228	2599	9	4	2	1
230	6755	17	5	2	1
230	197	7	5	2	1
230	6756	7	4	2	1
230	4742	9	5	2	1
230	6757	9	4	2	1
230	5152	7	5	2	1
230	6758	15	5	2	1
230	6759	1	3	2	1
232	4493	3	4	1	1
232	4557	3	5	2	1
232	6789	5	4	2	1
232	111	3	5	2	1
232	104	3	2	2	1
232	102	3	1	2	1
232	250	3	2	1	1
232	385	3	5	2	1
232	6790	5	5	2	1
232	381	3	5	2	1
232	6791	3	5	2	1
238	4111	9	4	2	1
238	584	13	5	2	1
238	6868	2	5	2	1
238	3068	2	5	2	1
238	3853	17	4	1	1
238	275	15	5	1	1
238	5172	7	5	2	1
238	6869	7	5	2	1
238	6870	5	5	1	1
238	6871	5	4	1	1
243	6928	5	4	3	2
243	6929	11	5	2	1
243	6930	8	2	2	1
243	546	6	5	1	1
243	1246	1	4	1	1
243	6931	4	3	1	1
243	6932	15	4	1	1
243	6933	16	5	1	1
243	6934	4	4	5	1
243	4428	14	5	1	1
243	6935	10	4	2	1
258	7339	15	4	3	10
258	7340	22	5	3	10
258	7341	22	5	1	10
258	7342	8	4	1	10
258	7343	22	1	1	10
258	7344	22	4	4	10
258	7345	22	4	1	10
258	7346	22	3	1	10
258	7347	8	4	1	10
258	7348	8	5	3	10
258	7349	8	1	4	10
269	7897	1	5	4	4
269	7898	9	2	1	4
269	7899	7	5	1	3
269	7900	7	5	1	3
269	7901	13	5	2	2
269	51	1	5	2	2
269	7902	7	3	1	2
269	7903	7	4	2	2
269	5228	9	5	2	2
269	7904	7	5	2	2
278	8032	6	2	2	1
278	8033	6	3	2	1
278	374	1	4	2	1
278	8034	6	4	2	1
278	8035	6	2	1	1
278	508	1	5	2	1
278	385	3	5	1	1
285	4538	1	1	1	4
285	610	3	5	1	2
285	8253	3	3	1	1
285	381	3	5	2	1
285	8254	2	2	1	1
285	495	2	5	2	1
285	8255	3	3	2	1
285	8256	9	3	2	1
285	104	3	2	3	1
285	8257	4	3	2	1
285	8258	4	5	2	1
297	8582	9	3	1	1
297	8583	15	4	2	1
297	6159	7	3	2	1
297	8584	11	4	2	1
297	8585	16	4	2	1
297	8586	9	5	2	1
297	8587	9	4	2	1
297	4493	3	4	1	1
301	8654	10	5	2	4
301	8655	10	5	2	4
301	8656	7	5	2	3
301	8657	10	4	1	3
301	8658	10	4	1	3
301	8659	7	5	1	3
301	8660	11	4	1	3
301	8661	7	4	1	3
301	1234	1	5	3	3
301	8662	11	3	1	2
303	8674	1	3	1	1
303	4472	1	1	2	1
303	8675	10	1	1	1
303	8676	1	2	1	1
303	280	1	5	1	1
303	8677	11	2	1	1
303	4016	9	5	2	1
303	8678	6	5	3	1
303	7404	10	5	2	1
303	8679	6	5	1	1
303	8680	10	2	1	1
317	4981	19	5	3	3
317	3680	17	5	1	1
317	8946	7	5	3	1
317	3096	10	5	1	1
317	8947	1	5	1	1
317	8948	7	5	2	1
317	8949	7	5	1	1
317	8950	16	3	1	1
317	8951	11	5	3	1
317	8952	9	3	3	1
317	8953	7	5	2	1
318	8954	18	5	1	9
318	8955	18	5	3	9
318	8956	18	2	3	9
318	8957	18	2	1	9
318	8958	4	3	3	9
318	8959	15	5	3	9
318	8960	18	4	3	9
318	8961	9	3	3	9
318	8962	18	5	3	9
318	8963	9	4	3	9
318	8964	18	5	1	9
327	5049	2	5	3	4
327	9111	2	4	1	4
327	9112	2	3	3	4
327	6049	2	4	3	4
327	9113	2	2	3	4
327	9114	2	4	3	4
327	9115	2	1	3	4
327	9116	2	4	3	4
327	1614	2	3	3	4
327	5612	2	5	1	4
327	7045	3	5	3	4
331	9235	19	4	1	2
331	122	1	2	2	1
331	6552	15	4	3	1
331	9236	15	5	3	1
331	6868	2	5	1	1
331	9237	2	2	2	1
331	4583	13	5	2	1
331	9238	9	3	2	1
331	508	1	4	1	1
331	122	1	2	2	1
339	9354	5	5	2	2
339	9355	5	5	1	2
339	9356	5	5	2	2
339	6576	11	4	1	2
339	9357	5	5	3	2
339	728	7	5	1	2
339	736	7	3	2	2
339	9358	5	5	1	2
339	9359	3	5	1	2
339	9360	5	5	2	2
339	37	10	5	1	2
342	9395	5	5	1	3
342	9396	5	5	2	3
342	9397	5	2	2	3
342	9398	5	4	2	3
342	1707	2	5	2	1
342	9399	5	5	2	1
342	9400	5	5	1	1
342	9358	5	5	2	1
342	5292	3	4	2	1
342	9401	3	5	1	1
342	4363	5	5	3	1
346	9439	19	5	4	5
346	1178	1	2	1	5
346	9440	18	5	1	2
346	5435	11	5	1	2
346	5694	11	4	1	2
346	9441	11	5	3	2
346	9442	18	5	1	2
346	9443	17	5	1	2
346	2612	15	5	2	2
346	9444	7	4	2	2
346	5739	7	1	1	2
358	9918	15	4	1	2
358	9919	1	4	1	1
358	9920	10	4	2	1
358	9921	10	2	1	1
358	633	1	4	1	1
358	5743	1	4	2	1
358	9922	13	4	1	1
358	6533	10	5	1	1
358	66	5	5	2	1
358	9923	9	3	2	1
361	9950	19	4	2	4
361	9951	10	2	2	3
361	9952	5	5	2	2
361	1916	11	4	2	2
361	9953	3	5	2	2
361	9954	4	5	2	2
361	9955	4	5	2	2
361	9956	1	5	2	2
371	7366	3	5	3	2
371	10068	4	4	3	2
371	10069	3	4	1	2
371	10070	4	5	3	2
371	10071	4	5	3	2
371	640	3	4	1	2
371	10072	4	3	3	2
371	128	2	5	3	2
371	829	3	5	3	2
371	10073	15	5	3	2
371	10074	4	1	3	2
375	10215	2	4	3	5
375	10216	19	5	2	1
375	10217	19	5	1	1
375	10218	19	4	2	1
375	10219	19	4	1	1
375	10220	19	4	2	1
375	10221	19	4	1	1
375	10222	19	5	2	1
375	8594	1	5	2	1
375	378	6	1	2	1
381	10303	19	4	2	5
381	10304	19	4	2	4
381	10305	19	4	2	4
381	10306	19	4	2	4
381	10307	19	5	2	4
381	10308	2	5	2	4
381	7519	19	4	2	2
381	10309	19	4	2	2
381	10310	10	5	2	2
381	10311	3	1	2	2
381	10312	10	3	2	1
394	10663	4	5	1	2
394	10664	7	5	2	2
394	10665	9	5	1	2
394	10666	11	5	2	2
394	10667	9	4	1	2
394	10668	1	4	1	1
394	3385	9	4	1	1
394	4016	9	5	3	1
394	10669	22	4	2	1
394	10670	15	5	1	1
394	10671	9	4	1	1
397	197	7	5	2	2
397	811	2	5	1	1
397	10720	4	5	1	1
397	10721	7	5	1	1
397	10722	17	5	3	1
397	10723	17	5	1	1
397	10724	17	2	1	1
397	5291	2	4	1	1
397	43	13	3	3	1
397	10725	7	5	2	1
399	6363	19	5	2	7
399	10736	19	5	2	7
399	10737	9	5	1	7
399	10738	8	4	2	7
399	10739	4	5	2	7
399	10740	21	4	2	7
399	10741	18	4	2	7
399	10742	21	5	2	7
399	10743	18	4	2	7
399	10744	21	5	2	7
399	10745	18	5	2	7
408	10875	7	5	2	4
408	10876	9	4	2	3
408	10877	7	2	2	3
408	10878	7	5	1	3
408	10879	8	5	2	3
408	10880	8	5	2	3
408	10881	15	5	2	3
408	10882	5	4	3	3
408	604	9	4	1	3
408	2192	7	1	2	2
408	10883	7	2	1	2
422	11079	7	3	1	3
422	11080	7	5	1	3
422	1910	2	4	3	2
422	5226	2	5	1	2
422	43	13	1	3	2
422	3365	2	1	3	2
422	3365	2	1	5	2
422	4772	1	4	1	1
422	3390	13	5	1	1
422	32	13	5	1	1
424	2975	11	4	2	1
424	5059	10	5	2	1
424	11099	10	5	2	1
424	11100	19	5	2	1
424	5059	10	4	2	1
424	11101	8	4	2	1
424	11102	4	5	2	1
424	4794	1	5	2	1
424	11103	12	4	2	1
424	3485	8	5	1	1
424	11104	16	4	1	1
426	11119	4	4	4	5
426	11120	4	5	3	5
426	122	1	1	3	2
426	1873	19	5	1	2
426	11121	15	5	3	2
426	11122	4	5	3	1
426	1766	2	5	1	1
426	830	2	4	1	1
426	11123	7	4	1	1
426	43	13	5	2	1
426	5958	4	4	2	1
435	11212	7	5	3	11
435	11213	9	5	3	11
435	11214	9	5	3	11
435	11215	3	5	1	8
435	11216	22	1	1	6
435	11217	8	5	2	5
435	11218	7	5	1	5
448	11383	10	4	2	7
448	11384	7	4	1	7
448	11385	3	5	2	7
448	11386	3	5	2	5
448	11387	3	4	2	5
448	11388	3	4	2	5
448	11389	7	5	1	5
448	9319	4	3	3	4
448	6169	15	4	2	4
448	11390	7	4	2	2
448	197	7	5	2	2
455	11471	11	2	2	4
455	1195	1	5	2	3
455	11472	17	4	2	3
455	11473	9	5	2	3
455	11474	17	2	2	3
455	8797	17	4	2	3
455	11475	15	5	2	2
455	11476	9	2	1	2
455	11477	9	4	2	2
455	11478	7	1	2	2
463	12163	11	5	1	1
463	1923	11	2	1	1
463	3538	11	5	1	1
463	1522	1	5	2	1
463	3415	1	4	1	1
467	1269	1	1	5	11
467	12222	1	1	4	8
467	12223	1	2	4	8
467	1082	10	2	4	8
467	12224	10	4	2	7
467	12225	1	5	4	7
467	12226	6	2	3	6
467	8015	1	5	4	6
467	12227	9	5	4	6
467	12228	1	5	4	5
467	12229	1	1	3	5
475	12477	11	4	4	7
475	12478	11	4	2	5
475	12479	11	4	2	5
475	12480	11	3	1	5
475	12481	11	4	2	5
475	12482	11	3	4	5
475	2069	11	4	2	5
475	12483	11	5	4	5
475	12484	11	4	4	5
475	12485	11	4	1	5
487	12647	8	5	4	7
487	11417	19	5	2	1
487	4750	7	4	2	1
487	12648	8	1	2	1
487	4985	1	1	2	1
487	2578	19	5	2	1
487	12649	19	5	2	1
487	3693	19	5	2	1
487	12650	8	5	2	1
487	12651	19	4	1	1
487	956	8	2	3	1
496	331	13	5	1	1
496	534	1	4	2	1
496	4472	1	5	2	1
496	13130	5	5	3	1
496	1873	19	1	1	1
496	12676	19	4	3	1
496	8430	19	5	1	1
496	13131	19	4	2	1
496	7427	19	3	2	1
496	9911	19	5	2	1
496	3542	3	5	2	1
502	13239	19	5	1	4
502	13240	19	3	1	4
502	13241	19	3	2	4
502	13242	19	5	1	4
502	13243	19	3	1	4
502	13244	19	5	1	4
502	13245	19	3	1	4
502	13246	19	4	1	4
502	10756	19	5	1	4
502	6733	19	5	1	4
502	13247	19	3	1	4
503	1960	1	4	2	1
503	13248	7	5	2	1
503	13249	2	1	2	1
503	4569	9	2	2	1
503	11340	9	4	2	1
503	13250	7	4	2	1
503	13251	19	2	3	1
503	32	13	5	2	1
503	13252	7	5	2	1
504	13253	16	3	2	1
504	13254	11	4	1	1
504	11297	2	5	2	1
504	13255	2	4	2	1
504	3571	14	4	2	1
504	3604	4	4	1	1
504	3032	3	3	2	1
504	3681	14	5	2	1
504	507	3	2	2	1
504	2524	3	4	2	1
504	13256	4	5	2	1
507	14423	1	5	4	7
507	14424	1	3	2	2
507	14425	3	5	2	1
507	14426	3	5	2	1
507	14427	3	4	2	1
507	14428	5	5	2	1
507	5155	5	3	2	1
507	14429	3	4	1	1
507	14430	3	5	2	1
507	14431	3	5	2	1
507	14432	3	5	2	1
509	14438	19	5	1	2
509	13016	3	4	1	2
509	14439	4	5	1	2
509	14440	4	4	3	2
509	2486	3	4	3	2
509	14441	16	1	3	2
509	129	3	4	1	1
509	6867	5	5	1	1
509	3924	3	2	2	1
509	894	10	5	2	1
509	14441	16	4	1	1
509	14442	4	4	1	1
512	14486	19	5	2	8
512	6735	19	5	2	8
512	1540	19	4	1	8
512	14487	19	4	2	8
512	14488	7	5	3	8
512	14489	7	5	4	8
512	14490	8	5	1	8
512	14491	15	5	1	8
512	14492	19	5	4	8
512	14493	19	5	4	8
512	14494	19	1	1	8
515	14526	10	4	2	7
515	14527	17	5	2	5
515	14528	8	5	2	5
515	14529	17	3	2	5
515	14530	9	4	2	3
515	14531	22	5	2	2
515	14532	1	5	2	2
515	14533	22	1	2	2
515	14534	22	3	2	2
515	99	10	4	2	2
520	14604	11	1	1	1
520	2485	11	4	1	1
520	52	11	5	1	1
520	901	2	5	1	1
520	1706	2	4	2	1
520	10494	2	4	2	1
520	3956	2	3	2	1
520	4339	2	5	2	1
520	1739	2	5	2	1
520	817	2	5	2	1
520	14605	16	5	1	1
523	1909	2	5	3	2
523	14640	2	5	5	2
523	3064	2	5	3	2
523	4339	2	5	3	1
523	814	2	4	3	1
523	3365	2	5	2	1
523	48	2	5	2	1
523	14641	2	4	2	1
523	14642	2	2	2	1
523	179	19	2	2	1
523	3084	2	5	2	1
524	3886	15	5	2	1
524	14643	8	4	3	1
524	14644	19	4	2	1
524	14645	19	4	1	1
524	14646	19	5	1	1
524	14647	19	5	2	1
524	14648	15	5	2	1
524	14649	8	4	1	1
524	14650	8	5	1	1
524	14651	8	4	2	1
524	14652	8	5	3	1
527	11779	7	5	1	3
527	14671	8	4	3	3
527	6507	3	5	1	1
527	14672	3	5	1	1
527	14673	8	5	1	1
527	14674	7	5	1	1
527	14675	15	4	2	1
527	14676	8	5	1	1
527	8953	7	5	2	1
527	14677	8	5	1	1
528	14678	15	5	3	3
528	14679	15	3	3	2
528	197	7	1	3	2
528	14680	15	5	3	2
528	14681	7	3	3	1
528	14682	11	3	3	1
528	14683	15	5	3	1
528	14684	15	3	3	1
528	14685	8	5	2	1
528	14686	15	1	1	1
528	14687	15	5	1	1
532	14711	1	1	5	3
532	14712	19	5	1	2
532	4414	7	5	3	2
532	12630	19	2	1	2
532	876	10	2	1	1
532	3229	11	4	1	1
532	14713	9	4	1	1
532	4511	2	4	3	1
532	11390	7	2	1	1
532	1307	10	5	3	1
532	303	10	4	1	1
544	14900	3	5	2	2
544	14901	4	5	2	2
544	14902	19	4	2	2
544	9916	19	4	2	2
544	14903	19	4	2	2
544	14904	19	4	1	2
544	14905	19	4	1	2
544	8568	19	3	3	2
544	14906	3	5	1	2
544	14907	5	5	3	2
544	14908	19	3	3	2
546	14938	3	4	2	1
546	482	3	5	2	1
546	8575	15	2	1	1
546	14939	4	4	3	1
546	7113	4	4	1	1
546	507	3	4	2	1
546	1869	10	5	1	1
546	4902	3	2	2	1
546	104	3	3	2	1
546	14940	19	5	1	1
546	9436	19	1	3	1
550	15002	19	5	1	11
550	15003	19	4	3	10
550	15004	10	4	3	10
550	15005	4	5	1	10
550	15006	10	4	1	10
550	12861	10	5	3	10
550	15007	10	4	3	10
550	15008	19	4	3	10
550	11840	4	5	3	10
550	15009	19	3	3	10
550	11634	7	5	5	10
559	7247	9	5	2	2
559	4298	4	5	2	1
559	17059	5	4	2	1
559	5117	16	4	2	1
559	5117	16	5	2	1
559	17060	4	5	2	1
559	385	3	5	2	1
559	1671	3	1	2	1
559	17061	7	5	2	1
559	32	13	5	2	1
559	8266	3	4	2	1
559	4299	4	5	2	1
560	14501	8	4	1	6
560	17062	19	4	1	5
560	148	10	5	1	5
560	17063	15	5	2	4
560	17064	7	5	3	4
560	17065	18	3	1	3
560	12548	17	4	3	3
560	17066	19	5	1	3
560	17067	19	4	1	3
560	17068	7	4	3	2
560	17064	7	5	1	2
560	17069	15	4	1	2
569	17500	21	5	2	2
569	17501	21	5	2	2
569	17502	9	4	2	1
569	1347	19	5	2	1
569	2573	1	4	2	1
569	1792	1	4	2	1
569	10981	19	4	2	1
569	17503	9	5	2	1
569	10979	19	4	1	1
569	17504	7	4	2	1
571	3717	1	5	2	1
571	5742	19	3	2	1
571	17520	11	4	1	1
571	17521	7	4	2	1
571	17522	11	4	3	1
571	17523	11	4	3	1
571	17524	11	3	3	1
571	17525	11	2	1	1
571	17526	11	4	1	1
571	17527	11	4	2	1
572	17528	7	4	1	2
572	14792	17	4	1	2
572	17529	17	4	1	2
572	17530	7	3	1	2
572	3616	15	3	2	2
572	17531	7	3	2	2
572	17531	7	3	1	2
572	1889	7	4	1	2
572	17032	9	4	1	1
572	3384	17	5	2	1
579	8689	19	5	1	1
579	9977	19	5	1	1
579	2518	3	5	1	1
579	9957	19	4	1	1
579	17620	3	5	3	1
579	8689	19	5	3	1
579	5825	10	5	1	1
579	17621	15	5	1	1
579	17622	19	2	1	1
579	510	19	4	1	1
579	17623	19	3	1	1
594	667	1	3	1	1
594	3167	1	4	3	1
594	17781	10	3	1	1
594	17447	10	5	2	1
594	17782	10	4	1	1
594	887	10	3	3	1
594	2592	10	4	3	1
595	17783	19	5	1	10
595	17784	3	4	2	10
595	17785	18	5	1	10
595	17786	18	5	2	10
595	17787	18	5	2	10
595	17788	18	5	1	10
595	17789	18	5	1	10
595	17790	18	5	1	10
595	2737	18	5	2	10
595	12392	2	5	3	10
595	12930	3	5	1	10
598	4986	1	5	1	1
598	17802	4	5	1	1
598	5319	1	2	3	1
598	7074	1	4	3	1
598	17803	1	4	2	1
598	3961	1	2	2	1
598	8917	1	5	2	1
598	1408	19	4	2	1
598	9027	19	4	3	1
598	17804	19	3	1	1
598	17805	19	5	1	1
602	4058	19	1	1	1
602	3370	19	5	3	1
602	17835	19	3	1	1
602	82	19	5	3	1
602	17836	19	2	1	1
602	108	19	4	2	1
602	385	3	5	1	1
602	8264	19	1	1	1
602	15069	19	5	1	1
602	17837	19	5	2	1
605	17923	19	3	1	10
605	17924	18	1	2	10
605	17925	19	4	2	10
605	17926	8	3	2	10
605	17927	10	2	2	10
605	17928	8	4	1	10
605	17929	10	3	2	7
605	17930	10	4	2	7
605	17931	10	5	2	7
605	17932	10	4	2	7
605	17933	10	4	2	7
607	17948	15	2	3	1
607	122	1	1	2	1
607	8783	14	5	2	1
607	14648	15	3	2	1
607	17949	15	5	2	1
607	17950	15	5	2	1
607	186	14	4	2	1
607	669	14	5	2	1
607	17951	11	5	3	1
610	18008	10	5	1	4
610	18009	3	1	2	4
610	18010	4	4	2	4
610	18011	3	4	1	4
610	18012	11	2	1	4
610	1135	1	1	1	4
610	18013	11	4	1	4
610	18014	11	5	1	4
610	879	10	1	2	4
610	17472	4	1	3	4
610	18015	10	1	3	4
625	10824	19	5	1	1
625	218	4	5	1	1
625	18302	19	5	1	1
625	18303	19	5	1	1
625	18304	4	5	1	1
625	4359	11	5	1	1
625	18305	19	5	1	1
625	18306	3	5	2	1
625	18307	7	4	1	1
626	9947	5	4	1	2
626	1530	5	4	1	2
626	18308	12	4	2	2
626	52	11	4	1	2
626	18309	20	5	2	2
626	18310	20	4	2	2
626	18311	17	3	1	2
626	18310	20	4	3	2
626	18312	3	5	2	2
626	14586	5	4	3	2
626	6861	3	3	3	2
626	18313	5	5	3	2
640	9205	10	5	2	4
640	18552	7	3	1	2
640	18553	11	4	1	2
640	18554	10	5	1	2
640	18555	11	4	1	2
640	18032	11	1	3	2
640	18556	4	4	3	2
640	1323	4	4	1	2
640	18557	10	4	1	2
640	18558	10	3	2	2
640	18559	10	5	2	2
642	487	19	5	3	1
642	10985	19	5	1	1
642	4735	3	5	2	1
642	3887	15	2	2	1
642	192	14	5	2	1
642	8430	19	5	3	1
642	10734	19	5	3	1
645	18589	4	5	2	1
