3203	9411	7269	11074000	0
3233	44278	7489	5407843000	62
3257	32180	7587	115700000	1
3257	32180	7594	294178000	3
3257	32180	7578	431000	0
3257	42725	7535	5217000	0
3257	42725	7538	188371000	2
3257	42725	2815	391000	0
3257	42725	7557	3700000	0
3421	61876	610	12230000	0
3421	61876	7954	4144297000	47
3421	61876	7947	269000	0
3421	61876	7891	86449000	1
3421	61876	7909	334330000	3
3421	61876	7894	96441000	1
3421	61876	7952	681208000	7
3421	61876	7898	686000	0
3421	61876	7959	54224000	0
3421	61876	7945	135000	0
3421	61876	7885	320174000	3
3421	61876	7899	252821000	2
3513	86672	8078	391145000	4
3513	86672	8095	9050034000	104
3513	86672	8094	8516732000	98
3513	86672	8090	2074003000	24
3513	86672	8074	73334000	0
3513	86672	8073	73101000	0
3513	86672	8076	73264000	0
3513	86672	8086	869072000	10
3513	86672	8071	73124000	0
3513	86672	8077	336456000	3
3513	86672	8079	404473000	4
3513	86672	8072	73137000	0
3513	86672	8027	19787993000	229
3513	86672	8089	2074113000	24
3513	86672	8082	705562000	8
3513	86672	8081	258041000	2
3513	86672	8080	404230000	4
3513	86672	8092	7846128000	90
3513	86672	8083	699696000	8
3513	86672	8075	73282000	0
3513	86672	8070	73191000	0
3513	86672	8096	9300312000	107
3539	50628	8166	455574000	5
3539	50628	8180	1586579000	18
3539	50628	8186	809002000	9
3646	1455	3062	250371000	2
3646	9307	8349	21486000	0
3646	68288	3062	46560000	0
3728	39077	8518	15845000	0
3728	39077	8483	4933000	0
3957	6195	9157	2388827000	27
4135	17684	9447	9622956000	111
4154	32282	9509	437107000	5
4237	19688	9659	78586000	0
4237	24227	9657	17423000	0
4324	15991	9730	309313000	3
4324	15991	9737	1670098000	19
4549	47150	9964	3502000	0
4742	68476	2618	829920000	9
4742	68476	4342	1244466000	14
4742	68476	9100	1244501000	14
4795	13994	4041	1432578000	16
4911	53118	10628	26480000	0
5024	29555	10860	47680000	0
5024	29555	189	16569000	0
5024	47951	10857	211309000	2
5024	47951	189	3105000	0
5024	49159	10860	27601000	0
5024	49159	10820	29168000	0
5266	2831	3302	785429000	9
5323	34860	11480	185944000	2
5323	57443	11457	1360185000	15
5424	9402	11570	28329000	0
5478	36829	11641	2530000	0
5863	9016	12075	1276140000	14
5937	52394	12135	294203000	3
5959	59180	12160	435451000	5
5959	59180	12136	436266000	5
6067	10376	12387	16000	0
6067	10376	12411	51379000	0
6067	10376	12406	12240000	0
6067	10376	12401	37032000	0
6067	73623	12387	102557000	1
6067	73623	12380	90012000	1
6195	3957	9084	22378000	0
6195	3957	9092	50818000	0
6403	10235	5191	27886000	0
6403	63774	13201	372868000	4
6452	64607	1775	513290000	5
6452	64607	13323	2328334000	26
6452	64607	13302	1040146000	12
6452	64607	13258	82929000	0
6663	45129	13738	21724000	0
6663	63696	13701	142091000	1
6862	39593	6808	3798299000	43
6897	1887	3927	26000	0
6897	6888	3930	910365000	10
6897	6888	14120	886987000	10
6897	6888	3927	2065000	0
6934	61637	1854	116154000	1
7066	8905	14512	604424000	6
7066	8905	14553	1809998000	20
7275	41788	6359	80005000	0
7275	41788	15223	439862000	5
7379	32088	15433	44686000	0
7379	32088	15434	21824000	0
7379	32088	15408	2066000	0
7379	32088	15420	31435000	0
7379	32088	15412	79809000	0
7379	32088	15421	32119000	0
7506	5863	12071	435806000	5
7506	5863	12062	1954000	0
7506	9016	15697	3367000	0
7506	9016	15707	5599302000	64
7506	9016	12071	4457000	0
7506	9016	3513	2292000	0
7779	12003	16054	173006000	2
7865	29455	16216	117722000	1
7924	62938	16303	39620000	0
7978	8095	16513	38972000	0
7978	8095	16496	49412000	0
7978	8095	16492	352000	0
7978	8095	11582	537000	0
7978	16998	16507	797000	0
7978	16998	16511	56657000	0
7978	16998	16492	893000	0
7978	16998	7268	2567000	0
7978	16998	7269	1835000	0
8016	2831	6299	20326000	0
8068	11166	16732	1599000	0
8095	7978	16491	3785000	0
8095	7978	16490	2872000	0
8095	7978	16489	848000	0
8095	8291	16880	31401000	0
8095	12847	16864	5624000	0
8095	12847	16835	109922000	1
8095	12847	11582	302000	0
8095	12847	16842	59826000	0
8095	12847	16489	22172000	0
8095	12847	16876	10860000	0
8095	12847	16838	22321000	0
8095	12847	16823	181000	0
8216	43978	16931	13418000	0
8232	302	605	660820000	7
8336	3817	3112	9818000	0
8351	8373	17365	23691000	0
8373	8351	17346	101345000	1
8373	8351	17373	136382000	1
8373	8351	17380	5512000	0
8373	8351	17355	55491000	0
8373	8351	17377	101681000	1
8373	8351	17382	45389000	0
8373	8351	17354	55552000	0
8373	8351	17352	14044000	0
8373	8351	17362	68159000	0
8373	8351	17350	8911000	0
8373	8351	17341	5071000	0
8373	8351	17366	39872000	0
8373	8351	17338	31250000	0
8373	8351	17339	7936000	0
8373	8351	17321	6632000	0
8373	8351	17318	55926000	0
8373	8351	17332	89380000	1
8373	8351	17378	66006000	0
8373	8351	17363	69496000	0
8373	8351	17368	4630000	0
8373	8351	17231	419000	0
8373	8351	17351	92347000	1
8373	8351	10436	13308000	0
8373	8351	17356	184551000	2
8373	8351	17319	1360000	0
8373	8351	17333	7620000	0
8373	8351	17328	49329000	0
8373	8351	11918	51217000	0
8373	8351	17357	184264000	2
8373	8351	17358	136308000	1
8373	8351	10261	4024000	0
8373	8351	17345	101309000	1
8373	8351	17342	496000	0
8373	8351	5081	63907000	0
8373	8351	17343	334071000	3
8373	8351	17359	8588000	0
8452	11001	17755	1308274000	15
8743	48429	18614	2173000	0
8743	48429	18554	6926628000	80
8743	69950	18558	1796379000	20
8743	69950	18550	3881000	0
8883	61910	18805	44704000	0
8883	61910	18804	44557000	0
8883	61910	18807	44841000	0
8883	61910	18814	2291324000	26
8997	49363	640	22212000	0
9016	5863	12056	745381000	8
9016	5863	1303	356000	0
9016	5863	4837	359174000	4
9016	5863	12071	431349000	4
9016	7506	7974	15479000	0
9016	7506	15700	1070000	0
9016	7506	15691	168125000	1
9106	73653	19373	67540000	0
9145	57	156	8389000	0
9145	4031	9208	36402000	0
9145	5024	10832	5969305000	69
9145	29555	8315	5234860000	60
9145	44451	19473	438827000	5
9152	9145	19450	146000	0
9307	1455	3056	353331000	4
9307	1455	3054	375000	0
9307	1455	3094	6152000	0
9307	1455	3105	251186000	2
9307	1455	3055	246000	0
9307	1455	3106	251150000	2
9307	3646	8399	2034000	0
9307	3646	8413	1114000	0
9469	71822	11182	1324000	0
9566	9578	12540	651996000	7
9578	9566	10071	27500000	0
9578	41568	20483	394000	0
9600	23595	20522	7786000	0
9600	23595	20527	121505000	1
9600	23595	3112	273337000	3
9600	23595	20539	82264000	0
9600	62195	20550	523922000	6
9909	30064	4638	1687000	0
9909	33121	4638	1656000	0
9909	36493	4638	1658000	0
9909	44303	21059	107000	0
9909	44303	21056	113000	0
9909	44303	21055	56000	0
9909	44303	21060	111000	0
9909	44303	21058	96000	0
9909	44303	21061	134000	0
9909	44303	4638	2086000	0
9909	44303	21057	53000	0
9909	44303	21062	140000	0
9909	44303	5546	101000	0
9909	44303	21063	99000	0
10235	6403	13163	38817000	0
10253	16016	235	153800000	1
10253	29415	21821	158577000	1
10253	29415	21774	48476000	0
10253	29415	21768	19978000	0
10289	24096	21893	105218000	1
10289	24096	21843	331478000	3
10376	6067	12355	129554000	1
10376	6067	12357	99898000	1
10376	6067	12396	6767000	0
10376	6067	12395	3256000	0
10376	6067	12341	76185000	0
10376	6067	12366	176231000	2
10376	6067	2281	36382000	0
10376	6067	12351	285911000	3
10376	6067	12354	65744000	0
10425	53668	6852	18990000	0
10425	53668	22102	36045000	0
10425	76680	13261	99707000	1
10510	50438	22310	420279000	4
10654	30848	22854	133253000	1
10680	12299	22935	54880000	0
10680	12299	22901	33183000	0
10680	36971	22946	32880000	0
10680	36971	2986	89255000	1
10680	36971	22934	171468000	1
10680	64432	22936	92110000	1
10680	64432	22901	52214000	0
10691	15408	23002	108593000	1
10691	22225	22963	5480000	0
10691	22225	22958	3927000	0
10691	22225	22957	18896000	0
10691	22225	22960	17615000	0
10691	22225	22965	20578000	0
10691	39968	22957	1156000	0
10831	80083	23377	9790000	0
10885	69249	23431	187000	0
10990	30221	23548	72209000	0
10990	30221	23554	462590000	5
10990	30221	23551	234415000	2
11109	15991	23956	15570000	0
11109	23992	23965	22382000	0
11274	73226	24339	73793000	0
11367	22688	24438	6508000	0
11367	22688	24436	6538000	0
11367	22688	24471	24183851000	279
11367	22688	24458	19184753000	222
11367	22688	24437	6495000	0
11367	65306	24490	29894254000	345
11367	79280	24438	6180000	0
11367	79280	24436	6302000	0
11367	79280	24437	6433000	0
11402	49764	24540	68091000	0
11428	25936	12473	429434000	4
11428	35289	8019	57905000	0
11568	259	535	66342000	0
11690	11721	17919	364479000	4
11690	11721	25175	305569000	3
11729	82395	2720	9569395000	110
11996	27624	26240	1365000	0
11996	31602	26260	1090004000	12
11996	36332	26274	4901000	0
11996	36332	6866	13508000	0
11996	37950	26212	2583000	0
11996	53464	26223	17463000	0
11996	53464	26283	222289000	2
11996	66388	26264	1494000	0
11996	71822	26255	137260000	1
12003	7779	10734	5211674000	60
12003	7779	8765	4986798000	57
12034	24096	26538	23108000	0
12205	4911	3089	15285000	0
12205	4911	10604	27719000	0
12205	39593	26967	268915000	3
12205	39593	23443	61664000	0
12205	43502	16996	53924000	0
12299	1263	2484	190626000	2
12299	10680	22877	65070000	0
12299	10680	22936	24023000	0
12299	19812	27006	395508000	4
12299	55395	27005	2631000	0
12299	60597	2656	17096000	0
12299	62346	27035	98886000	1
12299	64432	22936	116133000	1
12299	64432	27004	31044000	0
12299	64432	22901	19031000	0
12417	18588	257	21172000	0
12417	67063	27268	3691000	0
12529	43502	27529	790823000	9
12829	16512	17609	21000	0
12847	8095	16825	2954000	0
12847	8095	16513	39248000	0
12847	8095	16889	8981000	0
12847	8095	16885	34447000	0
12847	8095	16890	8933000	0
13102	24770	72	108293000	1
13102	24770	29093	682947000	7
13102	24770	75	108202000	1
13102	40306	68	163879000	1
13102	67926	29097	383863000	4
13222	13229	29514	263000	0
13251	18588	6707	19205000	0
13251	29415	29673	2263295000	26
13293	36667	29767	8531000	0
13320	18924	29779	337814000	3
13320	45524	29785	88800000	1
13366	11699	9150	1190871000	13
13469	70497	30147	35407000	0
13629	49394	7105	54805000	0
13783	15991	2224	38553000	0
13783	15991	1752	1942000	0
13791	61522	3520	4186000	0
13913	45897	31166	27441000	0
13913	45897	31176	29258000	0
13994	4795	10425	85701000	0
13994	57722	31375	540314000	6
13994	57722	31401	636241000	7
13994	57722	21981	349931000	4
14030	2487	5346	92849000	1
14030	2487	5359	474132000	5
14138	52394	12135	291999000	3
14288	36616	32044	3009344000	34
14386	14426	32288	692798000	8
14386	14426	32287	692650000	8
14386	14426	742	154147000	1
14386	14426	32269	79880000	0
14386	14426	32270	79972000	0
14386	51488	32006	218000	0
14386	51488	6349	2932896000	33
14386	64250	32316	4687701000	54
14386	64867	32289	2410560000	27
14386	70894	32311	6584988000	76
14386	72207	32286	134981000	1
14386	72207	32285	2806382000	32
14386	72207	32006	293356000	3
14426	14386	10734	31000	0
14426	26497	32381	806000	0
14426	43978	11616	135866000	1
14677	27748	33081	12578073000	145
14677	27748	30736	1997781000	23
14677	63248	33021	1014342000	11
14677	63248	1942	24666379000	285
14876	64705	33316	606375000	7
14966	74708	1320	1118300000	12
14966	74708	33548	1118687000	12
15180	77620	34311	134570000	1
15180	77620	34307	27160000	0
15180	77620	34313	134761000	1
15180	77620	34306	26581000	0
15232	74577	34481	1012987000	11
15260	21503	34537	202564000	2
15408	10691	5736	245000	0
15408	10691	11115	20415000	0
15408	22225	17928	8402000	0
15408	22225	10803	700000	0
15408	36332	34888	155988000	1
15408	36332	34894	4233000	0
15408	37567	11115	10377000	0
15408	37950	5736	118729000	1
15408	37950	34899	50831000	0
15408	39968	17928	15121000	0
15408	39968	34857	5217000	0
15408	41801	34903	9596000	0
15408	41801	11115	7229000	0
15408	49839	1763	1897749000	21
15408	66388	20555	23488000	0
15408	79593	5736	490905000	5
15526	45897	35121	2069061000	23
15554	76931	35167	670691000	7
15583	28219	7829	14704033000	170
15728	4717	10240	5034348000	58
15728	34764	35489	497357000	5
15766	68932	35577	30970000	0
15991	4324	9686	165210000	1
15991	11109	3446	1426000	0
15991	11109	23944	3441000	0
15991	11109	23992	193445000	2
15991	13783	30766	791257000	9
15991	36075	23543	343420000	3
15991	53161	36150	4222000	0
15991	53161	23992	83058000	0
15991	78404	17928	23647000	0
15991	84603	5844	842593000	9
16181	36075	23543	265172000	3
16205	2330	4860	4268000	0
16205	2330	4861	6979000	0
16394	15232	34436	22296000	0
16394	15232	34481	284230000	3
16394	35374	5929	2487315000	28
16394	43978	3513	2505252000	28
16394	57956	36891	372586000	4
16394	66011	36859	83670000	0
16394	73360	36878	2257000	0
16394	74577	34481	1297217000	15
16419	35646	36975	6036000	0
16512	12829	28254	88104000	1
16512	12829	28247	295916000	3
16512	12829	28125	256875000	2
16602	11829	9726	34478000	0
16727	29415	29673	16142718000	186
16727	82630	2841	5324611000	61
16935	51444	1303	73265000	0
16998	7978	7262	5570000	0
16998	7978	7260	1715000	0
16998	7978	7267	16385000	0
16998	7978	7278	9580000	0
16998	9411	19902	20545000	0
16998	9411	7278	10634000	0
16998	9411	7269	9166000	0
17102	7779	491	46915000	0
17102	7779	10734	5212923000	60
17102	56885	24750	10558071000	122
17308	19812	17733	158796000	1
17308	19812	38906	71408000	0
17308	41461	11057	3290000	0
17308	52355	2265	47676000	0
17308	52355	11057	37738000	0
17308	59979	38906	61413000	0
17308	60597	1483	1051046000	12
17308	63285	11057	18566000	0
17430	12529	27546	85286000	0
17430	39642	39168	14958000	0
17684	4135	2720	16682000	0
17684	58923	39629	31000	0
17711	23849	39706	36116954000	418
17807	2437	5191	199767000	2
17807	80036	4385	13710000	0
17829	28623	39831	31000	0
17829	28623	25348	51000	0
18115	14759	33170	7211000	0
18481	60064	40293	1445189000	16
18481	60654	40299	211000	0
18481	60654	40282	7354000	0
18588	47923	257	497579000	5
18588	53225	212	110669000	1
18588	53225	40415	23118000	0
18666	31020	24749	63000	0
18666	34396	14121	2788238000	32
18720	55267	40498	50816142000	588
18745	44046	40612	45936000	0
18745	50917	6706	5468000	0
19009	51488	23409	331000	0
19320	2498	1746	6733000	0
19320	2911	1746	131195000	1
19622	2831	6349	15164506000	175
19622	56885	6349	15213181000	176
19812	788	1494	1106298000	12
19812	1263	2485	10450000	0
19812	1423	3017	242141000	2
19812	12299	1494	1000093000	11
19812	12299	26994	16421000	0
19812	17308	1483	606000	0
19812	17308	11057	6897000	0
19812	17308	38934	8077000	0
19812	17308	26994	47046000	0
19812	41461	41500	17074000	0
19812	41461	11057	10187000	0
19812	52355	33787	9214000	0
19812	52355	41535	18134000	0
19812	52355	11057	44635000	0
19812	52355	41531	36078000	0
19812	54005	1494	175349000	2
19812	60597	1483	1051652000	12
19812	60597	11057	1279000	0
19812	62346	2485	40000000	0
19812	63285	11057	25463000	0
19812	64432	1483	931828000	10
20949	5024	10821	31659000	0
20949	44451	42321	331164000	3
20949	65215	10445	11921000	0
21148	43570	42533	517736000	5
21148	43570	42505	140000	0
21148	51149	42535	87703000	1
21307	39968	4806	106677000	1
21307	39968	42610	4226000	0
21343	53410	42631	3639705000	42
21343	53410	42633	3700832000	42
21343	62997	42653	206000	0
21503	18588	40420	3793000	0
21733	13469	14490	2272000	0
22225	15408	30261	1041929000	12
22225	15408	34865	60006000	0
22225	15408	34866	138079000	1
22225	39968	17928	6719000	0
22617	98179	20624	31031074000	359
22681	26550	19249	10818269000	125
22743	1952	4044	2682000	0
22743	72551	4044	2985000	0
23486	15991	17928	6378000	0
23486	78404	17928	30025000	0
23595	9600	20542	186579000	2
23595	9600	20540	61014000	0
23650	31809	45262	38470000	0
23849	28115	45496	14881000	0
23849	58464	45481	35992000	0
23849	78108	45466	482306000	5
24009	21307	11670	174628000	2
24096	10289	16551	1779083000	20
24096	10289	21902	5586040000	64
24096	10289	21908	1097180000	12
24096	10289	21907	1618034000	18
24096	10289	21903	5586138000	64
24096	10289	21905	3604312000	41
24096	10289	5845	1557827000	18
24096	10289	21906	1779574000	20
24096	10289	21900	8994494000	104
24096	10289	21909	1606177000	18
24096	10289	21831	12103773000	140
24096	10289	21904	4325090000	50
24096	12034	26536	5051000	0
24096	12034	26470	363240000	4
24096	53225	45749	30586000	0
24096	53225	45751	30627000	0
24208	6263	13138	2233176000	25
24227	4237	9656	341000	0
24227	4237	5874	2696000	0
24404	6020	12195	129596000	1
24404	67794	46083	23270000	0
24510	25395	46136	709786000	8
24571	16181	5928	8576000	0
24571	69550	46215	150860000	1
24608	20533	42035	161514000	1
24608	52303	46237	46074000	0
24770	13102	2178	2593140000	30
24770	13102	29083	77955000	0
24770	13102	29081	78046000	0
24770	13102	14121	2539556000	29
24924	15116	34224	52360000	0
24924	76931	46530	6306561000	72
25116	17130	38645	1351632000	15
25116	39755	46682	315941000	3
25116	39755	46688	122822000	1
25395	47696	46954	2734151000	31
25488	35374	47048	1117582000	12
25488	45897	47017	67078000	0
25488	78721	3611	1132778000	13
25795	31503	47453	8753784000	101
25795	52177	47453	8739123000	101
25810	36332	47474	35874000	0
25835	28843	47590	3024134000	35
25835	28843	42657	1693528000	19
25835	28843	47578	1693980000	19
25835	40324	42658	47234000	0
25835	40324	42637	85793000	0
25835	44010	42658	1868634000	21
25835	44010	6834	2653298000	30
25835	45232	42658	39111000	0
25835	45232	6834	2641065000	30
25835	45232	47597	1552009000	17
25835	53410	47564	4069901000	47
25835	53410	47557	91000	0
25835	54847	47574	2598170000	30
25835	54847	47563	30000	0
25835	54847	47578	1809920000	20
25835	65446	47564	172000	0
25835	65446	47563	4000	0
25936	35289	42288	11123576000	128
26200	39375	48045	43249835000	500
26261	35374	48129	6384457000	73
26623	77413	20624	8827144000	102
26642	2487	5370	338596000	3
26642	2487	182	51939000	0
26642	9145	19435	25898000	0
26642	44451	48742	505974000	5
26787	25395	46962	538348000	6
26876	3122	7194	2318000	0
27166	8216	4264	782093000	9
27166	8216	1087	294058000	3
27466	4135	9433	85998000	0
27541	24404	29774	50005000	0
27541	77527	19633	71357000	0
27624	10691	23025	196634000	2
27624	11996	26223	13933000	0
27624	11996	26241	56439000	0
27624	11996	26214	57916000	0
27624	11996	3937	42214000	0
27624	36332	50272	21451000	0
27624	36332	50285	8044000	0
27624	37950	26214	56919000	0
27624	48330	8936	219930000	2
27624	53464	26223	31396000	0
27640	12874	28439	3646000	0
27697	9796	20922	50921000	0
27697	35541	50434	78987000	0
27748	16602	37472	65000000	0
27748	50195	1922	8977000	0
27748	50195	50616	99698000	1
27748	63248	50591	2071500000	23
27748	63248	20667	275000	0
27910	74225	50728	6715000	0
28115	23849	45488	21989000	0
28115	52177	51115	1378000	0
28206	6796	13937	2925147000	33
28206	6796	13952	1847456000	21
28459	7212	8089	1263161000	14
28459	84469	5461	2931465000	33
28526	32415	51568	21358240000	247
28526	32617	51589	106000	0
28526	32617	51586	91696000	1
28526	37243	51568	232465000	2
28526	37243	51578	339357000	3
28526	37243	5329	339368000	3
28526	37243	51575	339323000	3
28526	37243	51555	232784000	2
28526	37243	51576	339335000	3
28526	37243	4529	339332000	3
28526	42950	5329	188011000	2
28526	42950	51589	19116730000	221
28526	62254	51589	18944092000	219
28526	62461	51589	102000	0
28526	67984	51589	121000	0
28526	69459	51578	188261000	2
28526	69459	5329	188088000	2
28526	69459	51577	193496000	2
28526	69459	51575	193642000	2
28526	69459	51576	193511000	2
28526	69459	4529	193707000	2
28526	71011	51578	100048000	1
28526	71011	5329	100063000	1
28526	71011	51589	19282206000	223
28526	71011	51577	100083000	1
28526	71011	51575	100071000	1
28526	71011	51576	100051000	1
28526	71011	4529	100094000	1
28526	72631	51568	1718267000	19
28539	65215	51614	1732255000	20
28594	66681	51843	84813000	0
28623	17829	39836	77000	0
28623	17829	39830	106000	0
28623	17829	39832	449000	0
28623	17829	39834	92000	0
28803	53464	52024	14943000	0
28803	53464	33641	41203000	0
28843	25835	47571	77000	0
28843	44010	52115	25955456000	300
28843	44010	52131	2459602000	28
28843	44010	6834	2606729000	30
28843	44010	52140	31420422000	363
28843	44010	52133	30025330000	347
28843	54847	14651	47000	0
28843	54847	52114	454000	0
28843	54847	52118	414000	0
28843	54847	47578	115940000	1
29415	10253	11260	12413000	0
29415	10253	230	12558000	0
29415	13913	256	49559000	0
29415	51488	52360	1258000	0
29455	57	182	46630000	0
29455	2487	5359	471352000	5
29455	5024	5359	462592000	5
29455	7865	16231	11032000	0
29455	43070	52477	45673000	0
29480	31429	41817	3405000	0
29480	51114	41817	203000	0
29555	5024	10849	32959000	0
29555	9145	19519	482027000	5
29555	47951	19613	15133000	0
29888	73253	52958	24307000	0
30064	9909	21059	217000	0
30064	9909	21056	275000	0
30064	9909	21055	294000	0
30064	9909	21060	211000	0
30064	9909	21058	224000	0
30064	9909	21061	181000	0
30064	9909	21057	270000	0
30064	9909	21062	167000	0
30064	9909	5546	237000	0
30064	9909	1631	398000	0
30064	9909	21063	130000	0
30064	33121	21059	9000	0
30064	33121	21061	12000	0
30064	33121	21060	13000	0
30064	33121	21062	9000	0
30064	36493	21059	8000	0
30064	36493	21061	17000	0
30064	36493	21063	10000	0
30064	36493	21060	13000	0
30064	36493	21062	13000	0
30064	44303	21059	324000	0
30064	44303	21056	388000	0
30064	44303	21061	315000	0
30064	44303	4638	399000	0
30064	44303	21057	323000	0
30064	44303	1631	386000	0
30064	44303	21063	229000	0
30064	44303	53253	352000	0
30064	44303	21055	350000	0
30064	44303	21060	322000	0
30064	44303	21058	320000	0
30064	44303	53254	332000	0
30064	44303	21062	307000	0
30064	44303	5546	338000	0
30221	10990	23543	480658000	5
30221	81706	2115	2486322000	28
30261	19222	3619	728061000	8
30378	78721	3611	1175901000	13
30548	11166	24099	31291697000	362
30574	64239	53915	181110000	2
30669	788	1480	13198000	0
30669	6796	13945	57585000	0
30669	19812	41516	57660000	0
30669	19812	33787	5214000	0
30669	31994	53933	2113307000	24
30669	61937	53942	206252000	2
30712	44712	51127	5494000	0
30712	52177	45466	232000	0
30712	78108	45466	667373000	7
30815	7558	9870	785061000	9
31020	70182	54384	14386000	0
31429	46901	54557	1093296000	12
31503	58464	54601	39077000	0
31503	76566	54610	2652512000	30
31602	1933	4014	1759414000	20
31602	11996	6851	407255000	4
31602	32282	41569	820215000	9
31809	20614	21900	10804634000	125
31809	23650	45266	54461000	0
31994	1423	2960	367189000	4
31994	30669	53978	2057896000	23
32059	65900	55232	437482000	5
32059	79237	55279	18866000	0
32180	3257	7524	680669000	7
32180	46798	55338	5800000	0
32282	49031	1553	3260858000	37
32282	57284	44816	273380000	3
32415	28526	51553	12747343000	147
32415	28526	51552	12317579000	142
32415	53194	38733	124000	0
32415	62254	55547	16359455000	189
32617	28526	51568	31618000	0
32617	28526	51578	394000	0
32617	28526	5329	371000	0
32617	28526	51577	401000	0
32617	28526	51563	115192000	1
32617	28526	51575	454000	0
32617	28526	51576	433000	0
32617	28526	4529	435000	0
32617	28526	51565	114665000	1
32617	32415	51568	21389858000	247
32617	37243	51568	264083000	3
32617	37243	51578	339751000	3
32617	37243	5329	339739000	3
32617	37243	51575	339777000	3
32617	37243	51576	339768000	3
32617	37243	4529	339767000	3
32617	39359	55949	350777000	4
32617	39359	32555	270194000	3
32617	40387	35	2221307000	25
32617	42950	51589	19116624000	221
32617	42950	5329	188382000	2
32617	42950	51577	203000	0
32617	42950	51575	213000	0
32617	42950	55956	188069000	2
32617	42950	35	292212000	3
32617	42950	51576	34000	0
32617	42950	4529	223000	0
32617	53194	35	539318000	6
32617	62254	51589	18943986000	219
32617	62254	35	120833000	1
32617	62461	51575	19000	0
32617	62461	35	40927000	0
32617	62461	51576	4000	0
32617	67984	51578	173000	0
32617	67984	51589	15000	0
32617	67984	5329	155000	0
32617	67984	51577	327000	0
32617	67984	55956	27000	0
32617	67984	35	95115000	1
32617	67984	51576	341000	0
32617	69459	51578	188655000	2
32617	69459	5329	188459000	2
32617	69459	51577	193897000	2
32617	69459	51575	194096000	2
32617	69459	55956	188345000	2
32617	69459	35	293463000	3
32617	69459	51576	193944000	2
32617	69459	4529	194142000	2
32617	71011	51568	7345000	0
32617	71011	51578	100442000	1
32617	71011	51589	19282100000	223
32617	71011	5329	100434000	1
32617	71011	51577	100484000	1
32617	71011	51575	100525000	1
32617	71011	55956	100433000	1
32617	71011	35	459045000	5
32617	71011	51576	100484000	1
32617	71011	4529	100529000	1
32617	72631	51568	1749885000	20
33106	53033	56451	1856759000	21
33106	53033	56461	440000	0
33121	9909	21059	208000	0
33121	9909	21056	304000	0
33121	9909	21055	399000	0
33121	9909	21060	198000	0
33121	9909	21058	224000	0
33121	9909	21061	169000	0
33121	9909	21057	274000	0
33121	9909	21062	158000	0
33121	9909	5546	339000	0
33121	9909	1631	501000	0
33121	9909	21063	143000	0
33121	30064	21056	29000	0
33121	30064	4638	31000	0
33121	30064	21057	4000	0
33121	30064	1631	103000	0
33121	30064	21063	13000	0
33121	30064	53253	7000	0
33121	30064	21055	105000	0
33121	30064	53254	6000	0
33121	30064	5546	102000	0
33121	36493	21061	5000	0
33121	36493	4638	2000	0
